0 22|6.130768 73.061686 48.792315 89.365574 99.071792 44.694526 67.551234 66.5094 69.367905 36.759373 63.950833 6.781544 90.006537 72.353635 80.258696 46.225311 20.511819 45.118571 68.057754 54.817216 10.865159 0.373325 39.778064 24.486114 22.675039 22.148077 41.571153 69.51831 91.303933 67.668427 2.070398 86.760437 60.891873 73.176491 61.366117 35.427393 33.923681 7.136213 66.403528 5.40193 68.107379 91.107738 66.789703 60.621408 80.808219 95.967045 81.259093 99.004226 45.960709 1.462276 61.432987 63.846356 86.30549 61.216463 36.334731 0.470023 83.064028 62.469619 98.532205 59.342009 85.272053 77.229206 99.084925 46.229301 89.719585 39.677775 1.123073 32.581845 35.128862 99.233054 39.488223 27.472447 69.072658 9.727829 30.550384 39.501151 12.433588 59.799599 42.29604 80.205537 33.94687 97.731 19.563511 53.081503 22.626243 1.425217 30.161245 89.551537 29.153534 48.842813 52.398436 26.603513 53.484479 6.541353 34.938072 28.457661 81.544494 77.002203 70.079273 59.490073 86.649081 74.103579 5.525778 13.042548 74.788906 83.991728 98.931861 77.524114 15.780889 56.714733 62.429788 60.468171 13.444842 96.844344 51.037635 26.877489 98.095215 38.478371 6.997641 66.913243|0.00,8.87 1.00,9.88 2.00,8.97 3.00,11.49 4.00,15.79 5.00,10.29 6.00,8.84 7.00,13.21 8.00,6.35 9.00,9.59 10.00,10.44 11.00,6.75 12.00,10.17 13.00,10.92 14.00,14.14 15.00,10.24 16.00,12.70 17.00,12.26 18.00,11.04 19.00,11.36 20.00,7.77 21.00,9.72 22.00,11.31
20 40|6.130768 73.061686 48.792315 89.365574 99.071792 44.694526 67.551234 66.5094 69.367905 36.759373 63.950833 6.781544 90.006537 72.353635 80.258696 46.225311 20.511819 45.118571 68.057754 54.817216 10.865159 0.373325 39.778064 24.486114 22.675039 22.148077 41.571153 69.51831 91.303933 67.668427 2.070398 86.760437 60.891873 73.176491 61.366117 35.427393 33.923681 7.136213 66.403528 5.40193 68.107379 91.107738 66.789703 60.621408 80.808219 95.967045 81.259093 99.004226 45.960709 1.462276 61.432987 63.846356 86.30549 61.216463 36.334731 0.470023 83.064028 62.469619 98.532205 59.342009 85.272053 77.229206 99.084925 46.229301 89.719585 39.677775 1.123073 32.581845 35.128862 99.233054 39.488223 27.472447 69.072658 9.727829 30.550384 39.501151 12.433588 59.799599 42.29604 80.205537 33.94687 97.731 19.563511 53.081503 22.626243 1.425217 30.161245 89.551537 29.153534 48.842813 52.398436 26.603513 53.484479 6.541353 34.938072 28.457661 81.544494 77.002203 70.079273 59.490073 86.649081 74.103579 5.525778 13.042548 74.788906 83.991728 98.931861 77.524114 15.780889 56.714733 62.429788 60.468171 13.444842 96.844344 51.037635 26.877489 98.095215 38.478371 6.997641 66.913243|20.00,12.66 21.00,6.35 22.00,9.47 23.00,9.93 24.00,9.98 25.00,11.16 26.00,10.04 27.00,16.28 28.00,15.30 29.00,8.21 30.00,10.65 31.00,8.58 32.00,14.92 33.00,13.26 34.00,6.95 35.00,6.34 36.00,6.93 37.00,12.24 38.00,9.19 39.00,11.21 40.00,6.03 41.00,7.13 42.00,12.04 43.00,10.10 44.00,11.74 45.00,14.75 46.00,12.89 47.00,9.87 48.00,9.91 49.00,16.11 50.00,10.06 51.00,11.93 52.00,15.27 53.00,6.81 54.00,7.25 55.00,14.02 56.00,5.11 57.00,11.80 58.00,9.89 59.00,9.61 60.00,13.01
20 22|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0|20.00,19.00 21.00,19.00 22.00,19.00 23.00,19.00 24.00,19.00 25.00,19.00 26.00,19.00 27.00,19.00 28.00,19.00 29.00,19.00 30.00,19.00 31.00,19.00 32.00,19.00 33.00,19.00 34.00,19.00 35.00,19.00 36.00,19.00 37.00,19.00 38.00,19.00 39.00,19.00 40.00,19.00 41.00,19.00 42.00,19.00
0 22|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0|0.00,19.00 1.00,19.00 2.00,19.00 3.00,19.00 4.00,19.00 5.00,19.00 6.00,19.00 7.00,19.00 8.00,19.00 9.00,19.00 10.00,19.00 11.00,19.00 12.00,19.00 13.00,19.00 14.00,19.00 15.00,19.00 16.00,19.00 17.00,19.00 18.00,19.00 19.00,19.00 20.00,19.00 21.00,19.00 22.00,19.00
20 40|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0|20.00,19.00 21.00,19.00 22.00,19.00 23.00,19.00 24.00,19.00 25.00,19.00 26.00,19.00 27.00,19.00 28.00,19.00 29.00,19.00 30.00,19.00 31.00,19.00 32.00,19.00 33.00,19.00 34.00,19.00 35.00,19.00 36.00,19.00 37.00,19.00 38.00,19.00 39.00,19.00 40.00,19.00 41.00,19.00 42.00,19.00 43.00,19.00 44.00,19.00 45.00,19.00 46.00,19.00 47.00,19.00 48.00,19.00 49.00,19.00 50.00,19.00 51.00,19.00 52.00,19.00 53.00,19.00 54.00,19.00 55.00,19.00 56.00,19.00 57.00,19.00 58.00,19.00 59.00,19.00 60.00,19.00
20 22|100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0|20.00,3.00 21.00,3.00 22.00,3.00 23.00,3.00 24.00,3.00 25.00,3.00 26.00,3.00 27.00,3.00 28.00,3.00 29.00,3.00 30.00,3.00 31.00,3.00 32.00,3.00 33.00,3.00 34.00,3.00 35.00,3.00 36.00,3.00 37.00,3.00 38.00,3.00 39.00,3.00 40.00,3.00 41.00,3.00 42.00,3.00
0 22|100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0|0.00,3.00 1.00,3.00 2.00,3.00 3.00,3.00 4.00,3.00 5.00,3.00 6.00,3.00 7.00,3.00 8.00,3.00 9.00,3.00 10.00,3.00 11.00,3.00 12.00,3.00 13.00,3.00 14.00,3.00 15.00,3.00 16.00,3.00 17.00,3.00 18.00,3.00 19.00,3.00 20.00,3.00 21.00,3.00 22.00,3.00
20 40|100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0|20.00,3.00 21.00,3.00 22.00,3.00 23.00,3.00 24.00,3.00 25.00,3.00 26.00,3.00 27.00,3.00 28.00,3.00 29.00,3.00 30.00,3.00 31.00,3.00 32.00,3.00 33.00,3.00 34.00,3.00 35.00,3.00 36.00,3.00 37.00,3.00 38.00,3.00 39.00,3.00 40.00,3.00 41.00,3.00 42.00,3.00 43.00,3.00 44.00,3.00 45.00,3.00 46.00,3.00 47.00,3.00 48.00,3.00 49.00,3.00 50.00,3.00 51.00,3.00 52.00,3.00 53.00,3.00 54.00,3.00 55.00,3.00 56.00,3.00 57.00,3.00 58.00,3.00 59.00,3.00 60.00,3.00
20 22|25.969871 21.813898 30.254034 60.712204 31.981624 66.464081 90.531662 99.084379 88.896536 92.144777 25.316029 82.401219 8.976713 58.177371 7.556171 9.915673 94.874575 12.683924 71.719787 52.713275 0.121715 79.317135 6.072785 88.666116 81.853906 49.627211 44.629902 2.786078 69.999003 3.91047 52.608015 92.53775 67.806545 11.652176 72.104214 70.161628 32.926389|20.00,14.84 21.00,14.83 22.00,9.29 23.00,11.12 24.00,3.83 25.00,4.78 26.00,9.60 27.00,5.82 28.00,13.63 29.00,17.60 30.00,3.82 31.00,12.25 32.00,10.57 33.00,12.64 34.00,11.42 35.00,5.90 36.00,11.46 37.00,18.55 38.00,13.09 39.00,7.39 40.00,8.15 41.00,12.30 42.00,10.75
0 22|25.969871 21.813898 30.254034 60.712204 31.981624 66.464081 90.531662 99.084379 88.896536 92.144777 25.316029 82.401219 8.976713 58.177371 7.556171 9.915673 94.874575 12.683924 71.719787 52.713275 0.121715 79.317135 6.072785 88.666116 81.853906 49.627211 44.629902 2.786078 69.999003 3.91047 52.608015 92.53775 67.806545 11.652176 72.104214 70.161628 32.926389|0.00,14.84 1.00,14.83 2.00,9.29 3.00,11.12 4.00,3.83 5.00,4.78 6.00,9.60 7.00,5.82 8.00,13.63 9.00,17.60 10.00,3.82 11.00,12.25 12.00,10.57 13.00,12.64 14.00,11.42 15.00,5.90 16.00,11.46 17.00,18.55 18.00,13.09 19.00,7.39 20.00,8.15 21.00,12.30 22.00,10.75
