2||
3|64.798032 77.593503 17.943287 6.234451 45.875952 58.406643 90.929493 3.637465 10.867591 18.454009 21.736434 23.540879 71.724373 59.478605 22.395932 18.498704 28.106192 17.251337 75.750387 31.173006 54.823457 81.712839 47.949113 26.046442 88.7419 91.4253 34.207498 54.73494 95.701934 48.261349 22.100524 4.970686 94.752017 80.141765 38.497655 52.758621 51.581831 27.45501 99.024566 65.755325 23.761399 1.087715 47.2646 37.156055 79.677303 71.328749 60.607323|39.57444326666667 51.030307625 52.23878875
3|15.729039 15.691015 32.180375 25.942334 86.924558 51.612532 63.696655 99.311886 26.650919 53.457644 15.065337 77.037773 0.136532 82.141807 84.618283 82.20884 8.242649 26.992073 71.652288 9.716696 48.010211 46.866372 95.549404 58.663346 85.734551 30.359411 78.932165 41.69705 91.675811 9.094532 82.632614 20.84083 54.337135 52.567277 15.755152 83.200912 31.140819 31.074668 7.60251 30.570137 46.722632 71.514573 35.970949 68.709434 10.575202 39.423632 46.175883 96.690831 82.97413 65.393646 1.234819 37.712675 71.00062 23.747795 56.411591 45.808783 1.047116 99.162421 79.945003 20.67301 61.606677 29.039367 37.598871 53.97676 29.82059 33.738964 39.220018 66.668881 25.644679 19.994467 73.144369 32.939802 94.503751 56.280832 72.379204 33.165846 82.688503 9.227371 14.082247 9.439642 67.769538 70.828886 17.987061 40.227902 83.691974 59.273955 9.010038 22.658297 15.708567 12.410817 40.684112 7.268251 92.061552 42.70127 51.156541 64.724754 76.68614 82.110796 38.594549 33.141051 41.21405 1.542548 40.07081 69.988068 98.195109 78.967101 66.022942 60.860403 1.854151 33.101545 34.223669 65.072232 10.627786 37.761239 50.936221 78.855429 82.518862 61.143722 15.8342|48.583179615384616 47.429652025 46.6731445
3|76.65127 90.299677 54.825372 35.256094 50.041561 14.175436 71.342118 98.677827 51.603635 71.53861 83.552279 19.720314 94.489045 62.711534 19.789918 8.323833 24.459936 57.648664 69.710133 32.918461 92.906005 36.119889 46.303334 12.402708 97.357832 13.560464 90.405733 54.34256 56.072798 56.034838 26.436802 90.933097 99.21312 81.751109 60.150601 12.265295 82.465193 28.85791 89.700818 24.08615 57.35844 83.075472 18.557398 54.785671 7.627135 3.20209 18.006782 98.700612 93.944464 65.837298 30.764963 67.123458 73.767908 38.164156 59.189805 80.381716 1.634916 19.95346 46.802386 14.298667 38.637777 56.951738 17.368835 51.977065 26.36582 56.803424 33.209775 64.170565 3.786319 67.099459 14.474725 95.933024 60.009331 46.99098 41.142499 62.380271 68.930872 75.803456 75.17158 48.578927 99.461486 83.824156 85.504722 40.902045 43.395653 56.596667 90.524796 52.596972 52.500116 43.222463 90.428396 32.069039 5.468077 72.558288 90.013777 73.200684 59.752162 75.188549 30.47525 59.343739 6.97998 12.444463 44.695849 50.263451 39.672431 5.196541 69.490465 52.621955 23.914763 30.629882 39.552649 23.587148 6.843966 91.129451 96.647315 66.570329 86.649152 42.140263 80.525764 22.177925|55.977549325 48.474080975 53.219019475
3|74.662272 56.680334 90.341448 9.856307 79.235743 12.379596 53.758997 95.097491 0.057658 24.39306 29.926749 32.47643 6.263425 89.512541 81.54463 39.725474 35.649773 58.550893 4.588963 3.113169 89.851217 30.78484 49.841795 93.393624 97.727904 47.264074 20.650815 29.534835 92.264902 89.679741 19.550458 83.791727 35.415401 47.248971 17.188551 87.971756 99.540408 20.201034 63.23942 19.150798 88.01695 5.000221 10.610087 72.577794 31.298792 90.030631 86.958641 71.314459 13.487981 69.595084 93.780631 44.515547 7.898956 22.323716 30.716316 71.053592 19.646517 18.101597 23.54454 66.459155 79.049001 37.251586 66.200877 88.444053 58.990042 22.899504 30.093406 92.674893 66.703348 27.683482 63.993019 8.998356 98.302798 44.034351 52.829799 53.081246 4.534172 59.969967 28.453969 25.090326 80.322113 8.716531 28.515372 75.568135 24.589857 27.910203 54.810473 18.635991 89.703143 98.773687 3.361136 46.16323 75.059148 38.471036 92.926373 49.990033 17.989507 55.600533 64.496626 35.962276 65.826305 78.299542 51.673509 50.562939 84.539728 68.426038 52.052153 95.153022 17.392248 77.96542 16.51751 60.807906 23.53443 44.043328 77.302919 78.656447 79.113184 23.593844 48.911775 22.123571 58.009059|50.3026806 48.65523505 52.73342146341463
3|49.896208 3.533334 59.682823 71.471956 57.264032 87.287985 18.003717 15.181065 1.778868 49.610449 43.463637 44.167316 26.294552 79.851936 7.253585 90.730617 56.889721 54.323812 79.160767 23.797553 14.623132 31.100951 4.231863 31.435504 62.119791 52.545663 26.472348 58.869476 8.847696 82.056351 17.159988 25.483512 15.981044 69.066695 83.092536 78.67048 6.114208 41.06298 36.442078 21.634565 97.053614 4.211689 48.953815 76.126466 98.618629 14.457729 45.532022 74.494116 3.922289 24.061947 89.00863 14.154769 39.292047 29.806754 42.443898 7.64873 3.426788 99.612248 76.327866 73.406215 22.98743 25.320899 55.188677 24.168228 46.155812 93.245305 36.399906 33.704592 98.124938 61.089367 3.967434 40.305041 64.979165 5.851852 34.320205 69.468335 86.442386 59.065876 88.637319 46.259555 39.29315 84.304775 38.113125 78.134518 21.539226 34.741207 18.360943 54.955027 16.386873 20.36444 21.445371 46.771128 30.854093 44.711006 99.331768 67.919586 86.272455 20.458373 38.296069 7.278319 69.135512 36.281729 27.451918 1.856553 18.204869 26.233638 39.295904 92.356279 71.519248 26.862206 36.109765 15.351884 93.663134 35.973778 76.56875 72.345384 90.707091 2.039731 32.208315 38.441066 8.31679 88.238654 32.524973 77.071366 51.930044 5.49066 39.397246 23.830024 4.082357 15.086914 59.539189 3.177431 31.228002 42.405357 54.398693 13.600696 70.660657 26.039132 72.548035 66.61744 14.71912 20.480582 28.034364 71.276718 40.530969 38.650694 86.597151 22.60441 29.207413 34.49566 21.57553 4.06905 2.452554 63.039397 56.593857 80.876767 97.560127 29.809332 67.049071 91.907208 21.620543 68.921101 66.659382 95.514303 86.837495 23.460039 63.251937 8.989147 42.770421 39.243918 6.010631 38.335607 32.818348 49.711395 27.98136 15.859453 40.24498 47.522218 16.671805 66.520449 23.980861 9.304759 34.183468 42.230474 15.079318 58.263765 70.137358 55.318952 70.018395 2.304508 39.137151 36.429363 6.293829 40.436175 5.461929 49.55565 58.588269 46.893924 32.553148 25.337564 2.352624 34.708669 89.176197 56.571622 26.189836 66.805768 18.600417 46.924638 61.525861 95.465762 36.262568 57.617093 94.238171 77.147289 62.734009 62.081383 41.095584 41.556995 27.617326 82.960497 87.972531 38.187669 90.961272 3.813571 13.584901 50.707697 30.860741 36.039885 97.697829 14.985629 19.245393 22.849603 68.017456 23.455063 0.092939 54.381235 39.390473 23.93349 49.361166 65.016803|45.5612172125 43.248148 43.6580130875
5||
5|54.813229|54.813229
5|62.43868 56.076411|62.43868 56.076411
5|83.109875 96.882459 33.352023 34.667011 88.633265|83.109875 96.882459 33.352023 34.667011 88.633265
5|31.33574 71.594469 69.538623 68.655324 96.3912 82.438921 15.94695 62.161285 49.06544 56.381553 36.952234 28.570833 74.896627 53.398597 23.702965 24.930246 32.498634 17.778551 51.374395 12.599964 6.323667 6.867675 10.222804|60.281039 61.20075919999999 49.20031175 30.4617986 17.477701
5|70.47773 11.277153 45.158058 77.210829 48.069856 16.256958 86.629059 86.982841 5.344159 25.389576 50.744984 79.645393 39.227537 71.594941 25.18161 71.572593 32.686187 33.383958 75.925996 84.271143 82.854015 56.746873 42.059332 70.692508|51.0309425 48.6565746 53.320486200000005 47.750068799999994 67.32477420000001
5|62.29916 83.100209 80.123846 12.521991 37.695083 66.936004 23.104101 18.464623 1.371541 58.552664 94.100465 97.04323 13.374812 68.758797 41.930363 63.14642 39.671752 93.337773 98.880713 4.870108 71.326495 11.839056 4.239366 28.604109 73.123743 99.362542 12.014553 33.005782 2.651737 54.256347 48.304413 37.343088 30.920066 80.047826 83.868862 28.373329 39.168371 61.776258 76.53729 98.09741 38.934749 69.404772 54.594825 80.016781 14.689339 17.508343 10.711702|42.84628422222222 63.32403066666667 43.7266467 44.992671 52.2271469
5|93.354586 25.137246 48.826745 12.036973 32.365514 1.924866 56.592012 14.363825 62.529218 27.401411 22.756404 48.219753 36.584465 25.958471 5.123052 6.437684 89.264645 30.933895 7.841972 18.249667 48.343712 99.715799 20.220479 86.725053 48.425449 41.457398 80.700617 39.593804 5.76442 55.055346 65.688622 62.303426 27.710708 93.88808 86.459702 99.429317 44.320067 83.371822 72.496694 17.584833 2.677952 16.884652 11.877615 7.465711 35.892778 75.356381 31.000821 51.424557 1.047251 21.014099 95.92638 1.102847 52.725249 81.011363 79.228934 73.540303 39.927068 80.307947 82.765957 76.770693 98.59413 10.083808 95.037914 40.22653 70.526174 25.049139 90.963868 2.349478 57.681139 22.723072 38.840004 36.931889 65.696718 81.075774 36.468158 63.802811 35.405056 27.921532 90.514713 32.162554 9.415063 33.480234 74.163302 21.133889 74.31972 54.623846 68.022145 17.729429 10.582291 14.294079 35.033753 43.074995 0.944134 50.257164 40.335283 32.149844 53.713971 95.229357 20.468631 88.048096 32.089439 75.413353 10.835842 98.750018 43.010812 96.266572 21.963064 40.821672 70.604602 17.781217 27.336755 67.721524 94.76868 32.222554 18.344393 35.718626 98.947036 14.812758 63.472631|36.268799739130436 49.67213616666667 53.702829333333334 42.39118883333334 52.10381029166667
5|37.811699 64.387681 21.228868 61.627075 88.763114 85.635759 62.862269 50.484987 56.773531 11.413756 83.748224 68.983831 45.321595 66.545258 41.936929 38.464402 23.002648 60.06655 57.276267 51.523197 3.220775 62.733181 44.68149 59.336522 59.457164 93.160986 15.192918 46.868371 99.287175 73.799266 31.296436 73.675039 98.941774 40.209672 86.747395 12.668977 99.007109 49.108072 23.412033 84.021699 64.922736 93.769579 82.928135 79.767426 51.160233 99.36846 6.482346 87.009744 71.163776 25.071072 80.71694 45.406567 53.631971 86.554935 19.598988 27.962057 64.370655 7.354897 55.499661 78.712841 49.075291 24.180513 79.996921 85.504846 77.080312 54.928232 90.568955 79.676086 15.176919 36.585062 10.033898 3.680352 34.578756 86.485087 83.387777 11.740528 18.170354 38.863258 84.919975 61.705552 90.179367 7.188463 98.786264 20.673765 62.920978 87.656498 72.765602 19.706414 66.839875 43.076758 1.536845 33.957774 31.533057 62.970814 27.853176 60.307324 69.485437 18.067346 12.80294 69.375505 46.646176 12.91039 11.602389 94.103026 61.002316 35.753834 19.615643 99.48376 69.165538 73.625564 36.032403 31.026847 40.826196 14.627107 63.122842 42.472168 82.014829 40.899179 45.679256 50.648686|51.99290033333333 64.677614375 50.93882279166667 50.32517754166667 47.54122404166667
5|94.16547 34.635316 70.362186 23.505992 57.926866 28.487476 87.264159 28.648963 85.447219 67.668181 45.492883 93.368721 38.763018 74.32907 60.126339 44.840941 6.419131 41.909922 28.129272 44.089868 95.451047 29.295561 69.49075 67.206368 24.471874 41.152986 13.217123 89.536886 25.165735 42.064388 34.156925 82.051691 85.027346 59.070849 54.59263 9.942878 89.651846 8.83854 36.358196 37.448496 72.306703 66.918548 34.387083 89.791065 94.966258 2.32318 63.29975 46.918932 36.174323 46.484153 31.603258 67.086881 60.554179 97.040689 97.645729 99.260406 39.513978 82.866967 64.995975 70.104498 99.763017 6.655136 46.22271 40.128986 65.606566 21.806807 98.975762 20.942723 36.990708 14.296291 39.46437 74.1806 8.353658 16.685136 64.894862 62.300064 74.203036 25.340674 81.123534 73.087377 77.600757 11.968804 46.866468 1.580038 85.968736 94.453551 89.581705 2.418313 35.110504 53.588459 53.366844 11.122466 78.922413 30.155814 50.731755 12.45907 56.787434 12.971856 8.836062 51.22011 29.397135 77.747685 24.677522 41.392266 5.429909 21.763994 45.168957 55.811952 45.938081 85.07399 10.434487 85.010857 15.484509 97.031659 52.496599 40.644277 61.220422 86.38477 96.37681 41.337849 1.070707|54.87602995833333 50.15249616666667 56.59852966666667 47.57850158333333 45.98839596
5|15.374686 81.843414 73.44372 71.260907 15.655367 53.107453 2.853775 11.025495 30.075685 96.620564 64.304859 84.766995 4.607674 41.613812 7.835155 26.082569 11.174807 91.882325 32.878686 48.899348 65.402433 88.66839 94.644811 56.791228 50.094606 90.386286 39.44472 29.93478 73.932591 25.828148 36.785818 42.925359 47.687215 35.84792 43.049456 45.081858 4.956822 83.565014 6.173635 52.787283 54.754206 39.974034 22.266941 9.918922 37.193147 31.441426 48.401542 23.031516 74.945597 48.740453 0.895918 40.66066 96.630117 0.707774 59.336178 96.079991 36.563647 59.805794 36.889417 30.117312 60.919593 58.943436 31.513244 49.763221 51.619082 75.378142 5.304447 9.283199 25.196826 27.012033 79.564902 42.551895 86.005201 40.229126 28.57713 67.988957 8.546289 98.409999 83.153708 32.81858 31.736159 81.936054 78.830205 64.227035 5.674043 76.358129 4.795051 62.470187 55.209036 92.731631 63.868785 2.234505 93.43278 75.273307 57.983013 0.557916 73.691368 41.834499 67.964412 98.369136 91.675193 7.495579 78.139565 44.051985 75.155984 37.783728 44.767774 43.687855 11.797852 31.991895 73.46903 7.145152 11.586057 83.401719 66.624643 54.81179 11.323703 11.839132 31.005692 95.38629 56.020277 92.226701 21.114946 41.481979 53.632845 83.92595 12.336032 87.370889 47.239583 3.13773 43.194199 37.752678 67.436555 92.817106 49.3623 68.956573 38.799993 77.858717 10.522476 74.234235 16.650873 58.582265 20.212454 34.626758 16.385538 34.97492 59.140484 51.997044 38.855591 57.427129 84.229923 35.826442 58.382291 48.047583 98.060988 32.802197 69.742465 23.35834 26.126354 73.040936 57.497857 25.705574 6.417615 82.483608 37.757168 71.647768 43.273045 61.763362 55.953003 97.574398 90.963265 45.578286 48.68013 23.132161 75.312555 10.230353 30.654932 84.74327 3.50716 69.847325 56.807708 55.150511 33.303567 15.155635 95.082636 76.472943 80.575124 9.767962 78.407978 21.848878 19.926326 53.497138 60.983055 12.08076 76.488636 58.244383 89.938311 92.393574 68.927816 36.402056 95.10246 71.856484 29.088308 85.761347 72.687821 26.472048 24.919855 2.033115 53.720869 25.356626 29.303694 25.286735 13.155572 48.48692 27.261717 28.504842 27.758592 50.920574 87.381558 16.010474 85.961276 85.473645 60.939583 54.378828 73.391715 53.455355 65.995268 91.926652 77.521027 25.985351 5.433157 93.664905 36.268121 78.728301 23.342809 45.283263 37.047719 72.923257 94.363002 50.564543|44.7141125625 49.8222855 49.67696139583333 50.56494720833334 53.10783289583333
23||
23|56.601945|56.601945
23|34.875987 23.218703|34.875987 23.218703
23|94.987161 11.025793 94.049169 65.714605 7.179031|94.987161 11.025793 94.049169 65.714605 7.179031
23|90.173039 10.200535 56.543168 11.972167 98.882296 30.931966 87.211557 6.143301 66.635564 6.787858 2.96719 57.092361 98.28113 68.513535 85.531604 78.482123 52.118748 7.719285 52.699803 18.457057 52.670466 35.423394 49.899508|90.173039 10.200535 56.543168 11.972167 98.882296 30.931966 87.211557 6.143301 66.635564 6.787858 2.96719 57.092361 98.28113 68.513535 85.531604 78.482123 52.118748 7.719285 52.699803 18.457057 52.670466 35.423394 49.899508
23|19.751646 70.505369 41.727535 48.589561 7.869394 48.695055 55.7573 97.25408 56.145237 13.489424 30.021599 33.562976 70.208545 93.888833 97.602521 94.994535 92.53398 85.863599 93.496415 2.01839 48.969029 59.064893 68.572026 61.274166|19.751646 70.505369 41.727535 48.589561 7.869394 48.695055 55.7573 97.25408 56.145237 13.489424 30.021599 33.562976 70.208545 93.888833 97.602521 94.994535 92.53398 85.863599 93.496415 2.01839 48.969029 59.064893 64.923096
23|61.31405 93.325015 8.639978 51.924622 95.947469 3.184822 11.173734 86.904848 95.716214 2.406296 3.196164 82.97462 68.847302 51.97663 58.007567 75.737579 80.780694 0.068077 6.79085 79.416701 97.54 83.338411 40.762545 33.554268 34.673824 1.49509 77.020091 26.226354 58.563623 52.611447 33.538072 67.4901 45.490221 23.43865 88.186744 17.57019 14.996717 25.342584 47.899754 78.365868 33.288315 23.825096 65.435166 26.024414 52.27569 25.492813 87.700702|77.3195325 30.2823 49.5661455 49.039291 49.061254999999996 43.085392 60.411966 66.872573 40.4243855 43.103775500000005 90.4392055 37.1584065 18.084457 51.6232225 55.587535 50.514086 34.4644355 52.878467 20.1696505 63.132811000000004 28.5567055 45.729789999999994 55.156401666666675
23|18.452226 23.221663 30.149138 32.958322 72.644173 67.412775 79.031654 54.008394 7.857404 76.346973 24.444503 21.783824 41.436323 98.980305 37.073502 35.646036 91.100375 99.045301 38.716926 13.555624 78.96186 78.230325 33.815711 79.043143 37.947357 28.706734 59.329829 74.150412 47.585466 81.833729 1.383935 49.897222 38.039964 6.510645 91.453043 14.346771 20.558575 87.813327 96.049001 93.148022 34.191376 93.07323 14.175755 71.452634 94.560199 19.266427 13.569834 67.821152 88.252973 72.646906 94.926246 45.375006 37.231345 12.014291 27.300409 93.88792 7.165465 18.483456 34.752702 4.924984 30.695987 18.284124 12.278203 52.690484 54.031836 56.770401 76.227593 52.673776 94.712669 8.148465 22.294138 7.669259 30.940768 76.067851 92.418907 50.379541 16.033258 33.04168 56.843662 29.442905 79.279562 97.257712 45.975192 60.310369 84.60061 46.504582 19.079156 94.406571 97.790839 2.443163 76.270211 40.053249 5.189116 16.283161 17.303366 73.638666 21.159496 1.961089 21.973706 79.916117 49.917626 65.279862 46.50932 18.256394 1.518343 30.431034 4.154441 26.057877 61.875827 36.93747 47.293275 62.390919 31.71022 35.657492 88.388691 58.097166 41.696228 54.012094 46.034039|35.4851044 56.931439999999995 44.7436914 55.612852399999994 61.599679200000004 48.83168416666667 40.04952899999999 66.35206020000001 58.50564899999999 67.4434222 43.161794199999996 19.05111966666667 50.3997034 37.0996614 53.168065 59.1731042 51.293981800000005 52.6921915 26.0691556 52.7193262 16.083617800000003 48.041542199999995 53.98095166666667
23|33.243388 91.370403 23.334209 93.585297 85.297876 88.198501 16.261667 50.885193 98.454852 28.865354 17.096163 72.339317 23.511742 58.363001 15.761278 94.747297 28.404302 9.693461 68.73047 34.710504 55.933179 49.722386 92.256418 51.420408 37.894244 0.164634 49.649984 26.907671 57.420517 63.1887 46.225585 8.993885 49.750192 48.179129 64.129714 97.012537 28.01221 44.273578 8.462488 79.993708 23.447754 82.906249 79.795133 25.464753 90.282887 50.395102 42.619343 55.517338 94.588373 48.987585 48.220592 29.061457 84.114557 50.302402 34.248336 19.648353 21.518325 83.414946 80.348689 97.867825 91.710755 68.511861 79.74273 71.165404 80.962024 80.127724 17.622328 81.472513 30.329879 24.408842 91.9542 2.286079 51.181318 34.314839 79.175704 61.051547 91.104704 93.250114 64.42783 6.450048 66.721035 10.938046 98.218345 87.135249 31.063014 18.592237 69.424083 75.810959 98.502306 62.288698 12.527718 72.671198 5.856675 86.77283 76.864253 78.535954 87.359201 56.914716 94.34252 63.912208 49.192964 38.447394 35.338541 2.28898 16.102808 79.565982 22.870958 65.362402 77.527558 69.444912 51.582685 31.596917 27.287726 18.733448 64.783961 68.628193 94.221318 33.058686 92.710935 91.151191|65.3662346 56.533113400000005 37.4143002 47.2572068 47.89854483333334 48.6784914 53.613091399999995 36.8379476 65.7688248 53.165781333333335 41.9663946 84.3708152 65.924042 46.93880516666667 71.7793816 49.3510608 56.405108399999996 50.369319000000004 80.131579 37.8360174 52.2859416 39.7291376 74.09238066666667
